URL,Trends,Source
https://www.vogue.com/article/spring-2023-trends-editors-picks,"New Neoclassical. I am always smitten with ladylike pieces, and few do that better than Giambattista Valli. For his spring collection, he sent out pieces down the runway which featured, yes, his signature bouclé tweeds but also pieces adorned with gold braided shoulder straps and gold piping. (Several other labels, from Pucci to Bevza, also embraced the same vibe.) The effect is one that feels Grecian but with a modern twist. Let’s call it the new, neoclassical. – Lilah Ramzi, commerce editor",These Are the Spring 2023 Trends Vogue Editors are Wearing Now
https://www.vogue.com/article/spring-2023-trends-editors-picks,"Detailed Denim. I’m very excited for all of spring’s not-so-basic denim, like this maxiskirt from one of my favorite shows of the season, Altuzarra. —Willow Lindley, accessories and collaborations director",These Are the Spring 2023 Trends Vogue Editors are Wearing Now
https://www.vogue.com/article/spring-2023-trends-editors-picks,"Modern Boho. This spring, I am excited to embrace the imperfect fashion seen on the runways of Jil Sander, Marni, Prada, and Dries van Noten. The frayed edges, crochet details, and romantic distressing exuded a nonchalance that feels like a breath of fresh air, especially after wearing structured trousers and outerwear all winter! —Mai Morsch, fashion editor",These Are the Spring 2023 Trends Vogue Editors are Wearing Now
https://www.vogue.com/article/spring-2023-trends-editors-picks,"The Tailored Look. This spring, I’m looking to lean into a pared-back approach to my wardrobe, taking inspiration from the neo-minimalism trend that dominated the 2023 runways at Khaite, The Row, and Peter Do, which emphasized chic tailoring and crisp white shirting. —Julie Tong, commerce director",These Are the Spring 2023 Trends Vogue Editors are Wearing Now
https://www.vogue.com/article/spring-2023-trends-editors-picks,"Tip-Top Tops. As I tend to mostly buy outerwear, pants, and shoes, I am always on the hunt for tops. What I’ve realized, however, is while I appreciate a lovely blouse or statement shirt, I am really a button-up shirt or plain T-shirt devotee. The transformed iterations of these classics and fresh ways to style simple shirting found in abundance in spring 2023 collections are all to my benefit. Luckily for me, I have Peter Do, Stella McCartney, and Bottega Veneta to look to for styling inspiration on how to reincorporate dress shirts with a sense of relevance for the spring season. And Tory Burch, Dries Van Noten, and Miu Miu have me wanting and wearing delicate layers of subdued color via long-sleeve or turtleneck tops with my trousers and jeans for the rest of winter. —Madeline Fass, market editor",These Are the Spring 2023 Trends Vogue Editors are Wearing Now
https://www.vogue.com/article/spring-2023-trends-editors-picks,"Draped Dressing. I can’t wait to wear spring’s most seductively cool trend: slinky, draped dresses and skirts. If I could, I’d invest in Saint Laurent’s and Alaïa’s entire spring 2023 collections. But this Paris Georgia skirt and Norma Kamali dress are both just as dreamy as the runway pieces. —Alexis Bennett, commerce writer",These Are the Spring 2023 Trends Vogue Editors are Wearing Now
https://www.vogue.com/article/spring-2023-trends-editors-picks,"Sheer Layering. I never in my life thought I would be a sheer-clothing kind of person (well, since graduating college). But the runways have convinced me to slowly get out of my comfort zone. I’d wear this polo shirt because it’s not the kind of top you’d expect to be sheer, which adds an interesting textural element to any of the preppy outfits already in my rotation. (Plus, it’s not that sheer.) —Sarah Spellings, fashion news editor",These Are the Spring 2023 Trends Vogue Editors are Wearing Now
https://www.vogue.com/article/spring-2023-trends-editors-picks,"Floor Length for Days. Floor-grazing maxiskirts were at the spring 2023 shows at New York Fashion Week, with brands like Tibi and Altuzarra putting together some effortless looks paired with button-downs, knits, and slightly unbuttoned blazers. It’s the perfect spring uniform for someone like me who wants casual and simple outfits to easily throw together in the morning and wear with my sneakers. —Irene Kim, production and editorial coordinator, Vogue Runway",These Are the Spring 2023 Trends Vogue Editors are Wearing Now
https://www.vogue.com/article/spring-2023-trends-editors-picks,"Ruby Slippers. Late last year, I suddenly decided that my wardrobe was absolutely lacking a pair of red shoes, and I’ve been on the lookout ever since. Some great pieces have started to trickle in in the new year, but now I can’t decide what vibe to go for. Do I want something classic (Manolo Blahnik’s Carolyn kitten-heel slingback), something comfortable yet unhinged (Khaite’s Marcy shearling flat), or something less comfortable but absolutely, devastatingly glamorous (Alaïa’s Coeur mule)? The jury’s still out, but for sure, 2023 will be my year of the red shoe. —Laia Garcia-Furtado, senior fashion news editor",These Are the Spring 2023 Trends Vogue Editors are Wearing Now
https://www.vogue.com/article/spring-2023-trends-editors-picks,"The-Bigger-the-Better Bags. Gone are the days when I want to wear a micro bag that can only fit my lip gloss and driver’s license. I’m now all about enormous totes and the endless amount of things I can fit in them. —Naomi Elizée, market editor",These Are the Spring 2023 Trends Vogue Editors are Wearing Now
https://www.vogue.com/article/spring-2023-trends-editors-picks,"Pinstripe Tailoring. The suit vest sparked a sartorial sensation over the summer, and the fad isn’t going anywhere in 2023 either. I specifically loved the pinstripe versions seen at the Coperni SS23 show. I plan on wearing this one from Favorite Daughter with a matching pant for the ultimate gray outfit. —Laura Jackson, commerce writer",These Are the Spring 2023 Trends Vogue Editors are Wearing Now
https://www.vogue.com/article/spring-2023-trends-editors-picks,"New Reasons for Nightwear. Influenced by the sultry, bedroom-inspired silhouettes of Nensi Dojaka and Ludovic de Saint Sernin, I’m thinking of swapping out my crop tops and cutouts for lingerie-esque going-out looks this spring. Think a lot of sheer and lace! —Elise Taylor, senior living writer",These Are the Spring 2023 Trends Vogue Editors are Wearing Now
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"In a diplomatic turn, designers have extended the lifespan of some noteworthy A/W 22 trends, continuing their exploration of them in 2023, ensuring we get adequate wear out of the pieces in which we've already invested. Elevated basics is one such trend. Last season, there was a clear '90s directive when it came to minimalism, with logo vests, low-slung trousers and tube dresses being hero items. Now, things have been pared back even further; sure, Y2K maxi skirts and oversized suiting are very much a thing, as witnessed on the runways of Peter Do and Roksanda respectively, but the silhouettes are cleaner and the colour palette looks more expensive; think shades of teal, camel and navy.",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"""Spring/summer 2023 marks the reinstatement of simplicity and everyday dressing to our wardrobes, with brands such as Bottega Veneta, Valentino, The Row and Ferragamo embracing simplicity across their collections and are clearly anticipating that customers will be adopting this approach to dressing. The mood also translated into non-apparel, including wrist-length gloves, ruched socks with simple plimsolls and Loewe’s pared-back logo tote, leading us to back this style with almost 500 units across eight variations,"" says Libby Page, market director and style expert at Net-a-Porter.",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"Metallics are commonplace in autumn/winter collections, particularly as our social calendars fill up with glamorous after-dark pursuits we want to shine for. For spring, however, a surprisingly fresh range of shimmering gold and silver pieces has transformed the metallic trend into a perennial favourite. In lieu of lightweight lamé, there’s an exploration of thicker fabrications such as leather and packed-together sequins. I just know Tory Burch’s gold coat is going to be a honey trap for fashion magpies.",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"Interesting metallics were a standout trend for the season, with highlights including Jil Sander’s incredible fabric developments (bouncy metallic chenille, silver sequins and high craft techniques) as well as Christopher Kane’s metallic chainmail, says Liane Wiggins, head of womenswear and fashion expert at MATCHESFASHION.",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"I get it. Some of the trends on this list might not translate seamlessly into everyday life (if you're prepared to wear a completely sheer skirt to run errands in, more power to you). However, if you're looking to invest in something you'll genuinely get the wear of, look no further. Between wide-legs and puddle hemlines, slouchy-fit trousers were one of the biggest trends of 2022. Now, for spring 2023, the best jeans will feature these same design traits. From high-waisted dark-wash flares at Tibi to Bally's effortless double-denim moment complete with floor-grazing lengths, looser-fit denim is resolutely where it's at.",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"""It's no surprise that a post-lockdown world is leaning towards more relaxed silhouettes, especially when it comes to our denim choices. I spend a lot of my days on social media (for work, naturally), and the jeans styles that I'm seeing across TikTok, Instagram and Pinterest are so relaxed they might as well be joggers. As the world's number one fan of wide-leg trousers, I'm so happy that the grip skinny jeans had on us is finally over. Now, for the real stuff—this denim style can feel quite daunting if you're new to it. Me? I'll be taking styling cues from the master of jeans himself, Asake. IYKYK. And if you don't, you're in for a treat when you Google 'Asake jeans',"" says Joy Ejaria, social media editor at Who What Wear UK. ",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"Fashion likes to work in extremes; typically, you have the overtly oversized and the impossibly teeny tiny, (and everything in between is something of a footnote). For the past few seasons, we've seen the latter proportion dominate—Fendi created a microscopic version of its iconic Baguette, while Jacquemus's infamous Le Chiquito has handles bigger than its main compartment. No doubt about it, these bags are fun, but if you're more practically wired (I know I am), then you too will laud the return of the jumbo tote, as seen at Loewe, Bottega Veneta, Chloé and a slew of other designer heavyweights known for their arm candy. ",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"""Big bags have become a favourite among celebrities, and Saint Laurent’s quilted Icare tote became a trending product for the brand after it was worn by Zoë Kravitz and Hailey Bieber—searches spiked 145% in August after Bella Hadid was spotted carrying it,"" says Morgane Le Caer, fashion expert and content editor at Lyst..",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"Fashion's fascination with knitwear doesn't disappear with winter; much like the leaves on the tress and the flowers in the ground, it regenerates into something beautiful. Crochet often returns when temperatures begin to rise, only this time around, it's less about tight purls and moss stitches and more about open, cobweb-like weave work. ",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"""Crochet featured in so many collections, from The Row to Gabriela Hearst and Proenza Schouler, and spoke as part of a larger and refined craftsmanship trend. We especially loved Proenza Schouler’s gold metallic crochet midi skirts, halter-neck tops and flared trousers,"" says Wiggins.  ",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"Since attending the shows back in September, I must have looked at well over 10,000 runway images to discern the looks I'd include in this, our bumper spring/summer 2023 fashion trend overview. (That's no exaggeration by the way; if you take 350 shows with, say, 30 models each, the number quickly racks up.) Some trends take some digging to unearth, but others? Well, they're pretty hard to miss. Green falls into the latter category.",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"A subtle move on from Kelly green—a true grass green—if I had an hour to spare, I could list all the designers that included zesty shades in their collections. Instead, I'll leave you with some more impressive numbers.""There was an average of 39,000 page views each month this year for green products on Lyst,"" says Le Caer. Coincidence? There's no such thing. ",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"I won't waste your time by quoting perhaps the most famous line in fashion-themed cinematic history, but let's just say florals are hardly revolutionary when it comes to the warmer months. At least they weren't until designers decided to double down on the trend and give it the gusto it has long been craving for with a new take on blooms. We spotted a plethora of pretty 3D floral embellishments across plenty of collections, from Magda Butrym's rosette choker to Loewe's Anthuriums of epic portions. ",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"For spring 2023, there was a more surrealist interpretation with standout 3D designs and runway looks embellished with floral motifs. Standouts included provocative sculptural flowers on mini and maxi dresses paired with bold leaf shoes, says Page.",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"Not a tie-dye girl yet fed up to the back teeth with ditsy florals? Then a new wave of digitally manipulated, mind-bending blurry prints will provide you with some sweet patterned relief for the coming season—they're certainly my number one choice when it comes to adding a new, unique motif into my heavily printed repertoire, says Hannah Almassi, editor in chief at Who What Wear UK.",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"""The movement could be traced back to Jonathan Anderson's cult-adored blur-print tube dresses from Loewe last summer—the designer kick-started a revival for formfitting trompe l'oeil and cyber prints, and the look appears to be holding strong for S/S 23. But there is also another side to this creative coin; I've noticed an air of bohemia for smudgy surface patterns, with some designers combining lighter-weight, billowing fabrics alongside painterly ombrés to great effect. It's very 'I work in the arts, darling.'"" ",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"Gen Z call it ""indie sleaze."" I call it my wardrobe when I was 17. Either way, there was an edgy sensibility to many of the spring/summer 2023 runways that, although it's hard for me to admit, does equate to nostalgia. Think muddy hues, distressed denim, long-sleeve tops layered under grubby tees, army jackets  and chunky silver hardware. ""Modern utility detailing was peppered throughout the majority of S/S 23 collections, with oversized pockets and cargo shapes spotted at Fendi, Blumarine, Miu Miu,"" saysHeather Gramston, style expert and head of womenswear at Browns.",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"""We saw the '90s and '00s, be that grunge or minimalism, firmly returning to fashion with denim maxi skirts, bomber jackets and biker jackets. We have invested in nine styles from both the runway and true denim brands to scout out the perfect fit, length and wash,"" says Page.",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"Every buyer I have spoken to has been most excited by the many pairs of perfectly cut trousers in the spring/summer 2023 collections, which actually should hardly come as a surprise. It's been the year of the trouser after all, and that looks set to continue as designers have become more and more playful with their pants. From pedal pushers to wide-leg, cargos to puddle hemlines, the gang's all here, and just in the nick of time. ",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"Nothing says springtime like white cotton. Slightly cropped embroidered blouses, loose-fitting shirts and oversized tent dresses really do make up the DNA of my wardrobe in the warmer months. What’s so fresh about S/S 23’s version of this summer classic is that it doesn’t just come courtesy of cotton. In fact, you’ll find PVC ruffles from Batsheva, sequin suits and Coperni’s now-iconic spray-on dress made with new innovative material, Fabrica, says Rebecca Rhys-Evans, branded content editor at Who What Wear UK.",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"It seems this season is upping the ante when it comes to wearing whites, forging newfound design methods and experimenting with untraditional fabrics for the season. Of course, the real challenge is not how to style a colour so brilliantly simple but how to keep it clean. My advice? Stay clear of all coloured foods, children and the Central Line, adds Rhys-Evans.",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"""As seen in Miu Miu's Milan Fashion Week show, knee-length skirts are making a comeback,"" says Le Caer. ""Already embraced by the likes of Emily Ratajkowski, the formerly 'ugly' and difficult-to-get-right trend has been benefitting from the current resurgence of all things '90s, and searches for knee skirts have increased by 81% since January. Searches for pencil skirts, in particular, increased 168% in October, which I don't think is any sort of accident.""",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"Gucci has been playing with the whole dolly theme for a while now, but this season, there was a stark uptick in the amount of collections boasting twee, '60s-style babydoll dresses, giving the runway a playful mood.",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"""Every season, there is a trend that speaks to the inner maximalist in us. While autumn gave us lurid neons, biker boots and Y2K glamour, spring/summer 2023 presents something a little sweeter, and those with an aversion to all things 'pretty,' consider this your warning to look away now,"" says Remy Farrell, shopping editor at Who What Wear UK.",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"""From Molly Goddard’s diaphanous skirts to Giambattista Valli’s embellished minis, it’s time to step into the world of the living doll, a candy-coloured world of ribbons, ruffles and plenty of drama, as the fresh, new season opens with childlike joie de vivre. Simply dust off your Mary Janes and knee-high socks, and enjoy the all of the petticoats and frou-frou that we ironically hated as children but cannot wait to repurpose as adults,"" adds Farrell. ",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
